jid_b026324c6904b2a9cb4b88d6d61c81d1, 'tag', ['Rd k1, Areg', 'Rd k1, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1' ] 
jid_361b2f5b9f2591f7844dde78939ad4d4, 'tag', ['Rd k1, Areg', 'Rd k1619, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1619' ] 
jid_7b2ffdd9b1fe7a7e59153e3eeefb0cfa, 'tag', ['Rd k1, Areg', 'Rd k1620, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1620' ] 
jid_f8567ed143ca5372b5c3d421183a5f49, 'tag', ['Rd k1, Areg', 'Rd k1621, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1621' ] 
jid_fb2cc136b4d0e8d460804cc7bbf3cc7d, 'tag', ['Rd k1, Areg', 'Rd k1622, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1622' ] 
jid_d7069d21084b0d7c116406661b60351c, 'tag', ['Rd k1, Areg', 'Rd k1623, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1623' ] 
jid_40b513f5390b85d88ce0c5e4d118e64f, 'tag', ['Rd k1, Areg', 'Rd k1624, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1624' ] 
jid_9faff143639bbc294ca3de3e0beb976c, 'tag', ['Rd k1, Areg', 'Rd k1625, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1625' ] 
jid_d468c050349e87bd11a22712c0479ec8, 'tag', ['Rd k1, Areg', 'Rd k1626, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1626' ] 
jid_a4ad94d2ed8e48e7b9680f6ab3d202d8, 'tag', ['Rd k1, Areg', 'Rd k1627, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1627' ] 
jid_c333408c560a35fdf8fe8060f30915e1, 'tag', ['Rd k1, Areg', 'Rd k1628, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1628' ] 
jid_15accd92983d664b668ff3fed6eca80a, 'tag', ['Rd k1, Areg', 'Rd k1629, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1629' ] 
jid_6e806fdb32c6322fa7ca5354daf99133, 'tag', ['Rd k1, Areg', 'Rd k1630, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1630' ] 
jid_245834b413b2feba66e63288f6a2ae99, 'tag', ['Rd k1, Areg', 'Rd k1631, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1631' ] 
jid_679359fe74d809a6564f60e75585ed3b, 'tag', ['Rd k1, Areg', 'Rd k1632, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1632' ] 
jid_8290694a1e37a4ba990b696423d6c182, 'tag', ['Rd k1, Areg', 'Rd k1633, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1633' ] 
jid_d5490112898665bd963371de3c206e32, 'tag', ['Rd k1, Areg', 'Rd k1634, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1634' ] 
jid_ecb4f4c0561e5dd694ca885cccba64e1, 'tag', ['Rd k1, Areg', 'Rd k1635, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1635' ] 
jid_4ad9862fdcfc9328d989d34c4ce7e51a, 'tag', ['Rd k1, Areg', 'Rd k1636, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1636' ] 
jid_72fc1b3788a5f60be094ddd5d8141430, 'tag', ['Rd k1, Areg', 'Rd k1637, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1637' ] 
jid_bc4d00a93ff64764a599b301bf114b77, 'tag', ['Rd k1, Areg', 'Rd k1638, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1638' ] 
jid_5ee4deacb8a000de4b599fc1cf0354b5, 'tag', ['Rd k1, Areg', 'Rd k1639, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1639' ] 
jid_e22be2a42434130b7a83c1335c270d1b, 'tag', ['Rd k1, Areg', 'Rd k1640, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1640' ] 
jid_79c9d7181a2ad81606b7034e4c52fe33, 'tag', ['Rd k1, Areg', 'Rd k1641, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1641' ] 
jid_9b1eca5e67aca2349f6464b2eafd4718, 'tag', ['Rd k1, Areg', 'Rd k1642, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1642' ] 
jid_c6ec6f36665697a72ecb136b03d8900e, 'tag', ['Rd k1, Areg', 'Rd k1643, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1643' ] 
jid_302e3a9d97e5212ffc7018f6fa1931ca, 'tag', ['Rd k1, Areg', 'Rd k1644, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1644' ] 
jid_05aab5ef6e18efa81c52a5e53a363f04, 'tag', ['Rd k1, Areg', 'Rd k1645, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1645' ] 
jid_1e07f97e3ad74950daef2ec4ca240fcd, 'tag', ['Rd k1, Areg', 'Rd k1646, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1646' ] 
jid_16e1c7a045a92af48f601b45ac9d418e, 'tag', ['Rd k1, Areg', 'Rd k1647, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1647' ] 
jid_0ea82722896ac5e0ff741a36e314d507, 'tag', ['Rd k1, Areg', 'Rd k1648, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1648' ] 
jid_dc5a4f72ed6cf9a4f4e77aad6aa39122, 'tag', ['Rd k1, Areg', 'Rd k1649, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1649' ] 
jid_f1be68161d9c33728f657f1a0d363f2d, 'tag', ['Rd k1, Areg', 'Rd k1650, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1650' ] 
jid_5dd21f80f8374f8f4cc9a3726c86d7a1, 'tag', ['Rd k1, Areg', 'Rd k1651, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1651' ] 
jid_2b80973a8cdd55da677dfac2f210b4b5, 'tag', ['Rd k1, Areg', 'Rd k1652, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1652' ] 
jid_7809a0b3cd1e9e1455bb48bf52b9fc29, 'tag', ['Rd k1, Areg', 'Rd k1653, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1653' ] 
jid_29d1536ea1ab477facb00173df49c7c1, 'tag', ['Rd k1, Areg', 'Rd k1654, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1654' ] 
jid_9d4c5cf0d296b707206c9c53f20a3aac, 'tag', ['Rd k1, Areg', 'Rd k1655, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1655' ] 
jid_27cfe16004288e926ad6f9bc4eb3dccf, 'tag', ['Rd k1, Areg', 'Rd k1656, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1656' ] 
jid_f4788d9b648e3c74583f5b187b68ecb6, 'tag', ['Rd k1, Areg', 'Rd k1657, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1657' ] 
jid_041d286bed1661c00eb613ffe5a49fdb, 'tag', ['Rd k1, Areg', 'Rd k1658, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1658' ] 
jid_141267c8e9f60351aebe11d93dd75ea8, 'tag', ['Rd k1, Areg', 'Rd k1659, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1659' ] 
jid_2493f1701a87f8af6af26b0fa17e4e5f, 'tag', ['Rd k1, Areg', 'Rd k1660, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1660' ] 
jid_cebbcc7c9ae887e14a19adad994d6589, 'tag', ['Rd k1, Areg', 'Rd k1661, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1661' ] 
jid_4386f24a64a3c1d5cfed7e710d13463e, 'tag', ['Rd k1, Areg', 'Rd k1662, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1662' ] 
jid_cd16dad30a0f36e52f7e5d181e972a9c, 'tag', ['Rd k1, Areg', 'Rd k1663, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1663' ] 
jid_c82a3524e322e326a50d1c046168ba6b, 'tag', ['Rd k1, Areg', 'Rd k1664, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1664' ] 
jid_81adf325748684f7da963a44c6bad87c, 'tag', ['Rd k1, Areg', 'Rd k1665, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1665' ] 
jid_cc33e79191261ffd250ea1bd7bac3639, 'tag', ['Rd k1, Areg', 'Rd k1666, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1666' ] 
jid_eff1945d580310bc30dc4900ef5a0188, 'tag', ['Rd k1, Areg', 'Rd k1667, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1667' ] 
jid_99218efca551756eb1b66e37c6503f43, 'tag', ['Rd k1, Areg', 'Rd k1668, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1668' ] 
jid_feb91bb4dfaed6435ad97093945630ea, 'tag', ['Rd k1, Areg', 'Rd k1669, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1669' ] 
jid_833a081ae933dbce059f4cbeef21a722, 'tag', ['Rd k1, Areg', 'Rd k1670, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1670' ] 
jid_c64b60b61a8a074f85f3e85cb50ffd36, 'tag', ['Rd k1, Areg', 'Rd k1671, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1671' ] 
jid_9cab830fa285462218a28f93c0207617, 'tag', ['Rd k1, Areg', 'Rd k1672, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1672' ] 
jid_2e1eff3c6a6c1d611506cdf84aac255b, 'tag', ['Rd k1, Areg', 'Rd k1673, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1673' ] 
jid_9d1deaaa5207e3ae6d8f562d8cb7c9da, 'tag', ['Rd k1, Areg', 'Rd k1674, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1674' ] 
jid_1a308576824df5250cea87736ea87f23, 'tag', ['Rd k1, Areg', 'Rd k1675, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1675' ] 
jid_44fb892ce1033b2be41f387948965c7b, 'tag', ['Rd k1, Areg', 'Rd k1676, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1676' ] 
jid_3874a462cd88ccb4d7d7f3d8632e14fd, 'tag', ['Rd k1, Areg', 'Rd k1677, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1677' ] 
jid_14f26ab6ce6e94fbaac1efdeb9b488a7, 'tag', ['Rd k1, Areg', 'Rd k1678, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1678' ] 
jid_77dc113eae6d0b6361eaf0db73c1263f, 'tag', ['Rd k1, Areg', 'Rd k1679, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1679' ] 
jid_acbd06c97194c609da5e5e5f1372f867, 'tag', ['Rd k1, Areg', 'Rd k1680, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1680' ] 
jid_9b138c52c1d039dc4b76480c53cde4fe, 'tag', ['Rd k1, Areg', 'Rd k1681, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1681' ] 
jid_e154893cf2dafd9eb26f59cc6a2db33a, 'tag', ['Rd k1, Areg', 'Rd k1682, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1682' ] 
jid_20abdbe0a6587390e6cfe5682b7c5cae, 'tag', ['Rd k1, Areg', 'Rd k1683, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1683' ] 
jid_421996d436ea0690e74c3ceff914c3d3, 'tag', ['Rd k1, Areg', 'Rd k1684, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1684' ] 
jid_d3be06cea54de1d425b9f73f69f48526, 'tag', ['Rd k1, Areg', 'Rd k1685, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1685' ] 
jid_a3fe1765188042e2323ee1794ec0e637, 'tag', ['Rd k1, Areg', 'Rd k1686, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1686' ] 
jid_b4a586e77b6002dd63f54874084ac1ab, 'tag', ['Rd k1, Areg', 'Rd k1687, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1687' ] 
jid_51bb41aea870b3dc166c3b9322b79e7f, 'tag', ['Rd k1, Areg', 'Rd k1688, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1688' ] 
jid_3509cef8beb8074c36014392934179bc, 'tag', ['Rd k1, Areg', 'Rd k1689, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1689' ] 
jid_e267525cb6cf020c57ce80a98ed43da2, 'tag', ['Rd k1, Areg', 'Rd k1690, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1690' ] 
jid_eb970943ab5ef7e626903418239d3418, 'tag', ['Rd k1, Areg', 'Rd k1691, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1691' ] 
jid_831b2a2769ffdb16b9f4cfe8193d2b66, 'tag', ['Rd k1, Areg', 'Rd k1692, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1692' ] 
jid_fd8869491d28476bcae67a16a8209214, 'tag', ['Rd k1, Areg', 'Rd k1693, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1693' ] 
jid_c43913eaee8731c37cfb24169ebcf9c4, 'tag', ['Rd k1, Areg', 'Rd k1694, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1694' ] 
jid_c79eb81b6273bfedf93133aaed754d6a, 'tag', ['Rd k1, Areg', 'Rd k1695, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1695' ] 
jid_ca1e67df795aa77c2002017ca209fde5, 'tag', ['Rd k1, Areg', 'Rd k1696, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1696' ] 
jid_ceacc6ed6c561a4151b9e6fbdb9a1ebe, 'tag', ['Rd k1, Areg', 'Rd k1697, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1697' ] 
jid_88b755a724b614203b14dbfdd1718309, 'tag', ['Rd k1, Areg', 'Rd k1698, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1698' ] 
jid_f2ba1050bee3a1d692364294201de7ad, 'tag', ['Rd k1, Areg', 'Rd k1699, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1699' ] 
jid_ef5644e43273c3e24011ac816669937d, 'tag', ['Rd k1, Areg', 'Rd k1700, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1700' ] 
jid_b400c7c92f399500e29b30357d648e46, 'tag', ['Rd k1, Areg', 'Rd k1701, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1701' ] 
jid_0b2bce26a934719096000eb8f9b92f91, 'tag', ['Rd k1, Areg', 'Rd k1702, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1702' ] 
jid_dd8d1abef5651a7d7c1258ad6c768e05, 'tag', ['Rd k1, Areg', 'Rd k1703, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1703' ] 
jid_7c59368ed399eff11e42ede26626a637, 'tag', ['Rd k1, Areg', 'Rd k1704, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1704' ] 
jid_58b935985ecbf15da12db2fe15637ffc, 'tag', ['Rd k1, Areg', 'Rd k1705, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1705' ] 
jid_7a99794422eed2556512dc891cfef4a8, 'tag', ['Rd k1, Areg', 'Rd k1706, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1706' ] 
jid_5b2c63c69a2edb64f83eca4209042434, 'tag', ['Rd k1, Areg', 'Rd k1707, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1707' ] 
jid_6b14fd3e2de5eb3128c96691a850020f, 'tag', ['Rd k1, Areg', 'Rd k1708, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1708' ] 
jid_81fa76b12d4371e2de08e6013b24aaa1, 'tag', ['Rd k1, Areg', 'Rd k1709, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1709' ] 
jid_92faf3fe6f5adb9fc768e91e2cc7a801, 'tag', ['Rd k1, Areg', 'Rd k1710, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1710' ] 
jid_b7f357ce56314fe1c86c7a5b6c5a458e, 'tag', ['Rd k1, Areg', 'Rd k1711, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1711' ] 
jid_50ea3ac54ed60ff572369bca4e916a2d, 'tag', ['Rd k1, Areg', 'Rd k1712, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1712' ] 
jid_1e16faa8b5560a6e6e6d0f9acaf8a6e7, 'tag', ['Rd k1, Areg', 'Rd k1713, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1713' ] 
jid_d5c7fa8f7d444ee8ff0c1b4bcf480f98, 'tag', ['Rd k1, Areg', 'Rd k1714, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1714' ] 
jid_aa228b3f477920efd26643aa6cc1cbee, 'tag', ['Rd k1, Areg', 'Rd k1715, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1715' ] 
jid_4feb0ead56ff28daad89abfa750e3ced, 'tag', ['Rd k1, Areg', 'Rd k1716, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1716' ] 
jid_df7c2a6840185931b96758aee9ab4e9f, 'tag', ['Rd k1, Areg', 'Rd k1717, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1717' ] 
jid_b06a36af718906743caa45c8fa9e5c3a, 'tag', ['Rd k1, Areg', 'Rd k1718, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1718' ] 
jid_b607677f1d5be7bf651f270d2bd0215a, 'tag', ['Rd k1, Areg', 'Rd k1719, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1719' ] 
jid_35a116d27668e05a09a857793f994585, 'tag', ['Rd k1, Areg', 'Rd k1720, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1720' ] 
jid_ab87e62ad0620da3bf4ca441686ac271, 'tag', ['Rd k1, Areg', 'Rd k1721, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1721' ] 
jid_8951e884a8312ae4873ef06b8502c130, 'tag', ['Rd k1, Areg', 'Rd k1722, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1722' ] 
jid_4914f8b1ae2a8864a03ae64113706528, 'tag', ['Rd k1, Areg', 'Rd k1723, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1723' ] 
jid_f78c6cb704d2caf3e4c7f38276c9def3, 'tag', ['Rd k1, Areg', 'Rd k1724, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1724' ] 
jid_a395d5716e6cc53e64e3cf94f3d4741d, 'tag', ['Rd k1, Areg', 'Rd k1725, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1725' ] 
jid_c0b60923b466fded280d2790fd9b75af, 'tag', ['Rd k1, Areg', 'Rd k1726, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1726' ] 
jid_1efc22bd2632a0e713ce12e6b500cd95, 'tag', ['Rd k1, Areg', 'Rd k1727, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1727' ] 
jid_95cb6a5f7229f5199e5616d39392fa2b, 'tag', ['Rd k1, Areg', 'Rd k1728, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1728' ] 
jid_0133314d0a03cbd9fb3beb51617eb8a0, 'tag', ['Rd k1, Areg', 'Rd k1729, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1729' ] 
jid_377bbe9add593ba528fd9bd3104d2f25, 'tag', ['Rd k1, Areg', 'Rd k1730, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1730' ] 
jid_7322a421858e6dfdecea8de229c07752, 'tag', ['Rd k1, Areg', 'Rd k1731, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1731' ] 
jid_16a23be9bf2d83dd8b537f84e4c646ed, 'tag', ['Rd k1, Areg', 'Rd k1732, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1732' ] 
jid_66322c16ba8ba6d6a69a9c4f5a4d4f4c, 'tag', ['Rd k1, Areg', 'Rd k1733, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1733' ] 
jid_64a06717a6162302fe96b3d4182e2a98, 'tag', ['Rd k1, Areg', 'Rd k1734, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1734' ] 
jid_fd364a73f198e3ecfb08e7e7e73dadab, 'tag', ['Rd k1, Areg', 'Rd k1735, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1735' ] 
jid_1cdf8f6042f9127d0778b952dc076e88, 'tag', ['Rd k1, Areg', 'Rd k1736, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1736' ] 
jid_6884647605ce7f634e2634e6698142c7, 'tag', ['Rd k1, Areg', 'Rd k1737, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1737' ] 
jid_b06e5722bb6fb09c377de40b84c15e9a, 'tag', ['Rd k1, Areg', 'Rd k1738, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1738' ] 
jid_e31d5a58fd23796318c28289dc6abd84, 'tag', ['Rd k1, Areg', 'Rd k1739, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1739' ] 
jid_02b86a83125ff0e7b47bf11cb8d8acba, 'tag', ['Rd k1, Areg', 'Rd k1740, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1740' ] 
jid_af2555b7fc0220bdf2a0b8483f095a57, 'tag', ['Rd k1, Areg', 'Rd k1741, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1741' ] 
jid_00c101bf02d2b8d59dcf55011aae04d6, 'tag', ['Rd k1, Areg', 'Rd k1742, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1742' ] 
jid_d148b6157f6ea7053bc286278e51efbb, 'tag', ['Rd k1, Areg', 'Rd k1743, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1743' ] 
jid_62fd49b6e73fb74fe65cb303f885c799, 'tag', ['Rd k1, Areg', 'Rd k1744, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1744' ] 
jid_22eb7add9f0b79b5515085a0269c815f, 'tag', ['Rd k1, Areg', 'Rd k1745, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1745' ] 
jid_f685abcc0578fddef81548062a3a430b, 'tag', ['Rd k1, Areg', 'Rd k1746, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1746' ] 
jid_44c0a92c9254c73664dfd73f328ebb56, 'tag', ['Rd k1, Areg', 'Rd k1747, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1747' ] 
jid_f5bf802fc586e3adf302e31473577f6e, 'tag', ['Rd k1, Areg', 'Rd k1748, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1748' ] 
jid_8e803bbc2e5061713bfaf24b1148f0ba, 'tag', ['Rd k1, Areg', 'Rd k1749, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1749' ] 
jid_ec03f57be96b8b03f94c0630089de09d, 'tag', ['Rd k1, Areg', 'Rd k1750, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1750' ] 
jid_1bb1cd9ad2b507e848d073df676a47b3, 'tag', ['Rd k1, Areg', 'Rd k1751, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1751' ] 
jid_8a8d9a97abfd7f6044bf9de79e292e57, 'tag', ['Rd k1, Areg', 'Rd k1752, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1752' ] 
jid_446765b5552df286133b03d1cc6742df, 'tag', ['Rd k1, Areg', 'Rd k1753, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1753' ] 
jid_765d4ca0b6bd4c583e383c6288db1400, 'tag', ['Rd k1, Areg', 'Rd k1754, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1754' ] 
jid_362609a88e7801006ffc21f65e2ecbdf, 'tag', ['Rd k1, Areg', 'Rd k1755, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1755' ] 
jid_10e8ab4e7f5a579f881dc9f4f0733265, 'tag', ['Rd k1, Areg', 'Rd k1756, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1756' ] 
jid_a0e5dcec7568d8b28c6729607f9d0080, 'tag', ['Rd k1, Areg', 'Rd k1757, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1757' ] 
jid_a4e386eefbc493986bb54b40d08754d2, 'tag', ['Rd k1, Areg', 'Rd k1758, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1758' ] 
jid_8577996bcc0a1e13d3d364236b32fba7, 'tag', ['Rd k1, Areg', 'Rd k1759, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1759' ] 
jid_c6909d8694a738248b0042ac56065318, 'tag', ['Rd k1, Areg', 'Rd k1760, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1760' ] 
jid_e66943c2c75d6a1433e32f61157f16b8, 'tag', ['Rd k1, Areg', 'Rd k1761, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1761' ] 
jid_4c7567767066b5084e059df81b9c3990, 'tag', ['Rd k1, Areg', 'Rd k1762, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1762' ] 
jid_9a2d7ebe2b339862150106040831bd66, 'tag', ['Rd k1, Areg', 'Rd k1763, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1763' ] 
jid_34ed105b0877d932e95259bd51eb9575, 'tag', ['Rd k1, Areg', 'Rd k1764, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1764' ] 
jid_e95f90efdc25bfe722a07e90585df55a, 'tag', ['Rd k1, Areg', 'Rd k1765, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1765' ] 
jid_2f50448fac89dbc7c0b31eb36ea66fd9, 'tag', ['Rd k1, Areg', 'Rd k1766, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1766' ] 
jid_afc2ca993d0032cdfb973a95678a131c, 'tag', ['Rd k1, Areg', 'Rd k1767, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1767' ] 
jid_32dd150047358f3506936203b72b8a0e, 'tag', ['Rd k1, Areg', 'Rd k1768, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1768' ] 
jid_20846e26ac9fe96c5256aa12a5ac2e7e, 'tag', ['Rd k1, Areg', 'Rd k1769, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1769' ] 
jid_eb602a938c068240eafc6ec52fd81bc9, 'tag', ['Rd k1, Areg', 'Rd k1770, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1770' ] 
jid_bcfbe725a2858826caa15e9912d56f75, 'tag', ['Rd k1, Areg', 'Rd k1771, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1771' ] 
jid_493443093fc62c86c08039c627ee925d, 'tag', ['Rd k1, Areg', 'Rd k1772, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1772' ] 
jid_fe02406ba14683b671a2120212903de3, 'tag', ['Rd k1, Areg', 'Rd k1773, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1773' ] 
jid_fba6c38e7ce611ec2fec78d34dadbd0a, 'tag', ['Rd k1, Areg', 'Rd k1774, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1774' ] 
jid_819c9a66dec49b3161af63a5f01a56a3, 'tag', ['Rd k1, Areg', 'Rd k1775, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1775' ] 
jid_b01434f0e2b76b2f2b84e873252dda70, 'tag', ['Rd k1, Areg', 'Rd k1776, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1776' ] 
jid_05a8211d2fab72ef64c86ff8d3df68d4, 'tag', ['Rd k1, Areg', 'Rd k1777, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1777' ] 
jid_f11ca9deaecfa991cf57e99bf243f616, 'tag', ['Rd k1, Areg', 'Rd k1778, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1778' ] 
jid_302643bbe2452322c3f6d1c924a4ce13, 'tag', ['Rd k1, Areg', 'Rd k1779, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1779' ] 
